     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
3928500 2446500  2  9  1   2.3  972 103  0.9 6  4.3  93    0    0 266 -320  2
3928500 2446500  2  9  2   1.0  972 300  0.6 5  4.2  94    0    0 265 -320  2
3928500 2446500  2  9  3   0.6  971 290  1.6 4  4.1  97    0    0 250 -319  2
3928500 2446500  2  9  4   0.5  971 254  1.2 5  4.0  98    0    0 249 -318  2
3928500 2446500  2  9  5   0.2  971 322  1.2 6  4.0  99    0    0 261 -317  2
3928500 2446500  2  9  6   0.1  971  66  1.4 6  3.9  98    0    0 266 -317  2
3928500 2446500  2  9  7   0.1  971 215  1.4 8  3.9  97    0    0 277 -317  2
3928500 2446500  2  9  8  -0.2  971 179  2.0 8  3.8  98    0    3 286 -317  2
3928500 2446500  2  9  9   0.2  971 205  1.6 6  3.8  97    7   42 274 -317  2
3928500 2446500  2  9 10   0.8  972 199  1.4 6  3.9  95   18  103 264 -318  2
3928500 2446500  2  9 11   1.6  972 178  1.6 7  4.0  93   13  139 271 -323  2
3928500 2446500  2  9 12   2.7  972 157  1.5 7  4.2  91   10  164 276 -332  2
3928500 2446500  2  9 13   3.6  971 155  1.9 8  4.4  90   19  183 280 -345  2
3928500 2446500  2  9 14   4.3  971 167  1.8 7  4.7  89   78  200 280 -357  2
3928500 2446500  2  9 15   4.7  971 186  1.3 3  4.8  88  244  107 257 -361  2
3928500 2446500  2  9 16   6.0  971 162  1.3 2  4.9  84  170   86 235 -360  2
3928500 2446500  2  9 17   4.8  971 134  1.0 2  4.8  83   55   53 231 -352  2
3928500 2446500  2  9 18   4.2  971 213  1.2 2  4.8  88    0    6 230 -342  2
3928500 2446500  2  9 19   3.2  970 108  1.8 3  4.6  90    0    0 232 -333  2
3928500 2446500  2  9 20   2.4  970 106  1.3 3  4.4  91    0    0 233 -328  2
3928500 2446500  2  9 21   1.7  970 145  1.3 3  4.2  92    0    0 232 -325  2
3928500 2446500  2  9 22   1.0  970 132  1.6 3  4.1  94    0    0 231 -323  2
3928500 2446500  2  9 23   1.1  970 174  1.4 3  4.0  93    0    0 229 -321  2
3928500 2446500  2  9 24   0.2  970 139  1.6 4  3.9  94    0    0 231 -320  2
3928500 2446500  2 10  1   0.0  971 146  2.0 4  3.8  95    0    0 232 -319  2
3928500 2446500  2 10  2   0.0  971 169  1.5 3  3.7  93    0    0 229 -319  2
3928500 2446500  2 10  3  -0.3  971 130  1.5 2  3.6  92    0    0 223 -318  2
3928500 2446500  2 10  4  -0.8  971 138  1.1 3  3.5  92    0    0 224 -318  2
3928500 2446500  2 10  5  -1.3  969 104  1.1 4  3.4  94    0    0 229 -317  2
3928500 2446500  2 10  6  -1.2  969 134  1.4 2  3.4  93    0    0 226 -316  2
3928500 2446500  2 10  7  -1.5  969 151  1.4 3  3.2  90    0    0 223 -316  2
3928500 2446500  2 10  8  -1.4  969 131  1.2 3  3.2  90    0    5 226 -316  2
3928500 2446500  2 10  9  -1.0  969 143  1.7 3  3.3  90   28   43 228 -316  2
3928500 2446500  2 10 10   0.3  970 134  1.1 3  3.5  90  120   91 229 -317  2
3928500 2446500  2 10 11   2.5  970 139  1.3 3  3.8  88  211  121 234 -322  2
3928500 2446500  2 10 12   5.3  970 151  1.5 4  4.3  82  273  138 243 -332  2
3928500 2446500  2 10 13   7.4  970 165  1.0 4  4.4  71  283  148 252 -347  2
3928500 2446500  2 10 14   8.6  969 234  1.4 4  4.5  64  204  173 256 -360  2
3928500 2446500  2 10 15   8.6  968 285  1.4 7  4.7  65   59  174 267 -366  2
3928500 2446500  2 10 16   7.9  967 221  2.2 7  4.8  67   12  106 275 -365  2
3928500 2446500  2 10 17   7.5  967 266  2.0 7  4.7  69   23   52 275 -359  2
3928500 2446500  2 10 18   5.9  967 232  0.6 7  4.6  72    0    1 274 -348  2
3928500 2446500  2 10 19   5.4  967 184  0.9 6  4.4  75    0    0 268 -339  2
3928500 2446500  2 10 20   5.7  967 183  0.3 7  4.4  75    0    0 269 -333  2
3928500 2446500  2 10 21   6.2  967 280  1.2 8  4.6  76    0    0 279 -329  2
3928500 2446500  2 10 22   6.5  967 147  1.4 7  4.8  77    0    0 284 -326  2
3928500 2446500  2 10 23   8.0  966 190  1.2 7  4.7  72    0    0 283 -325  2
3928500 2446500  2 10 24   9.0  967 205  1.9 8  4.8  66    0    0 293 -323  2
3928500 2446500  2 11  1   8.0  966 211  2.2 8  5.0  69    0    0 297 -321  2
3928500 2446500  2 11  2   8.1  966 209  1.9 8  5.2  74    0    0 297 -321  2
3928500 2446500  2 11  3   7.8  966 210  2.0 8  5.3  76    0    0 298 -320  2
3928500 2446500  2 11  4   7.3  965 198  1.7 8  5.4  80    0    0 300 -320  2
3928500 2446500  2 11  5   8.1  965 233  2.1 8  5.4  78    0    0 302 -320  2
3928500 2446500  2 11  6   9.1  965 206  2.9 8  5.5  75    0    0 306 -320  2
3928500 2446500  2 11  7   8.6  965 217  2.7 8  5.5  75    0    0 308 -320  2
3928500 2446500  2 11  8   8.9  965 214  3.2 8  5.5  75    0    3 308 -319  2
3928500 2446500  2 11  9   9.6  965 227  3.5 8  5.5  72    3   37 311 -319  2
3928500 2446500  2 11 10   9.6  965 204  3.3 7  5.5  70    3   82 306 -320  2
3928500 2446500  2 11 11  10.4  965 201  3.9 7  5.4  68    8  123 304 -328  2
3928500 2446500  2 11 12  11.4  964 201  4.0 7  5.4  63   13  158 309 -342  2
3928500 2446500  2 11 13  12.2  964 229  4.8 7  5.3  59   66  175 312 -355  2
3928500 2446500  2 11 14  12.3  964 245  6.0 8  5.4  58   11  152 321 -364  2
3928500 2446500  2 11 15  12.8  964 253  5.2 8  5.5  58    3  118 328 -368  2
3928500 2446500  2 11 16  12.4  964 239  5.2 6  5.5  58    8   91 318 -366  2
3928500 2446500  2 11 17  12.2  963 247  5.6 7  5.5  59   27   38 313 -359  2
3928500 2446500  2 11 18  11.5  963 233  4.1 7  5.6  61    0    6 318 -348  2
3928500 2446500  2 11 19  11.1  964 229  3.8 7  5.6  64    0    0 317 -338  2
3928500 2446500  2 11 20  10.4  964 232  3.3 7  5.6  67    0    0 316 -331  2
3928500 2446500  2 11 21  10.7  964 244  3.1 7  5.7  68    0    0 316 -327  2
3928500 2446500  2 11 22  10.1  964 235  2.2 8  5.8  71    0    0 323 -324  2
3928500 2446500  2 11 23  10.1  964 225  2.7 7  6.0  74    0    0 324 -322  2
3928500 2446500  2 11 24   9.4  965 221  2.0 6  5.9  74    0    0 313 -321  2
3928500 2446500  2 12  1   9.6  965 206  1.6 7  5.7  74    0    0 312 -320  2
3928500 2446500  2 12  2   9.6  964 219  1.5 7  5.6  72    0    0 316 -320  2
3928500 2446500  2 12  3   8.7  964 237  1.3 7  5.5  73    0    0 312 -319  2
3928500 2446500  2 12  4   7.9  964 216  1.6 6  5.5  76    0    0 304 -318  2
3928500 2446500  2 12  5   7.5  964 226  1.2 5  5.3  78    0    0 291 -317  2
3928500 2446500  2 12  6   5.2  963 233  0.9 4  5.1  81    0    0 276 -316  2
3928500 2446500  2 12  7   5.7  963 236  1.0 6  5.0  84    0    0 279 -316  2
3928500 2446500  2 12  8   5.7  963  68  1.1 6  5.0  84    0    5 289 -316  2
3928500 2446500  2 12  9   6.3  964 147  1.2 6  5.0  82   22   54 289 -316  2
3928500 2446500  2 12 10   7.6  964 345  0.9 6  5.1  78   53  129 290 -318  2
3928500 2446500  2 12 11   8.3  965  13  1.2 7  5.2  74   43  183 297 -323  2
3928500 2446500  2 12 12   9.4  965 341  1.4 6  5.2  71   88  232 298 -333  2
3928500 2446500  2 12 13   9.7  965 338  1.8 4  5.3  68  165  238 282 -347  2
3928500 2446500  2 12 14   9.9  964 333  1.5 4  5.3  67  220  212 271 -359  2
3928500 2446500  2 12 15  10.7  964  53  1.9 4  5.2  64  123  193 271 -364  2
3928500 2446500  2 12 16  10.9  963  59  1.6 5  5.3  62   77  136 277 -363  2
3928500 2446500  2 12 17  10.1  963 334  1.8 5  5.4  65   39   72 283 -356  2
3928500 2446500  2 12 18   7.7  963  65  1.8 6  5.4  73    1   12 284 -345  2
3928500 2446500  2 12 19   6.2  963  57  2.0 6  5.2  79    0    0 284 -335  2
3928500 2446500  2 12 20   5.1  963  71  1.8 6  4.9  82    0    0 279 -330  2
3928500 2446500  2 12 21   4.8  963  87  1.3 6  4.8  84    0    0 277 -326  2
3928500 2446500  2 12 22   4.2  963 119  1.2 7  4.7  86    0    0 280 -323  2
3928500 2446500  2 12 23   4.4  963 155  1.2 7  4.7  87    0    0 285 -321  2
3928500 2446500  2 12 24   4.1  963 117  1.5 8  4.7  86    0    0 291 -320  2
3928500 2446500  2 13  1   3.6  963 121  1.0 8  4.6  88    0    0 297 -320  2
3928500 2446500  2 13  2   3.9  962 128  1.0 8  4.7  90    0    0 296 -320  2
3928500 2446500  2 13  3   3.5  962 128  1.2 7  4.8  91    0    0 291 -321  2
3928500 2446500  2 13  4   3.5  962 206  0.8 8  4.8  93    0    0 291 -321  2
3928500 2446500  2 13  5   3.8  961 124  1.2 8  4.9  94    0    0 298 -321  2
3928500 2446500  2 13  6   3.8  961 156  1.2 8  5.0  94    0    0 297 -320  2
3928500 2446500  2 13  7   3.6  961 192  1.0 8  5.0  96    0    0 296 -320  2
3928500 2446500  2 13  8   4.0  961 152  1.2 7  5.0  96    0    7 290 -319  2
3928500 2446500  2 13  9   4.9  961 239  1.6 5  5.1  94   10   47 273 -319  2
3928500 2446500  2 13 10   6.1  961 288  1.8 7  5.4  91    0   72 278 -321  2
3928500 2446500  2 13 11   6.2  961 277  2.9 6  5.4  87   26  157 286 -331  2
3928500 2446500  2 13 12   7.1  962 267  2.7 4  5.0  79  178  175 271 -344  2
3928500 2446500  2 13 13   7.5  962 332  2.0 6  4.7  70   38  204 272 -355  2
3928500 2446500  2 13 14   7.6  961  72  1.8 4  4.7  69  141  194 273 -364  2
3928500 2446500  2 13 15   8.2  960  81  1.8 4  4.8  68  141  154 266 -368  2
3928500 2446500  2 13 16   7.8  960  86  1.6 5  4.7  66   89  110 270 -366  2
3928500 2446500  2 13 17   7.0  959  70  1.9 6  4.7  69   59   56 275 -359  2
3928500 2446500  2 13 18   6.4  959  56  1.8 6  4.7  73    1   12 276 -349  2
3928500 2446500  2 13 19   5.6  959 114  1.7 5  4.7  76    0    0 270 -338  2
3928500 2446500  2 13 20   4.1  958  93  1.6 5  4.6  81    0    0 264 -332  2
3928500 2446500  2 13 21   4.4  957 109  1.3 6  4.5  83    0    0 265 -328  2
3928500 2446500  2 13 22   4.3  957 144  1.2 6  4.6  84    0    0 270 -325  2
3928500 2446500  2 13 23   3.5  957 142  1.2 5  4.6  86    0    0 265 -322  2
3928500 2446500  2 13 24   3.2  957 131  1.2 5  4.5  89    0    0 261 -321  2
3928500 2446500  2 14  1   3.2  957 252  0.8 7  4.6  90    0    0 269 -320  2
3928500 2446500  2 14  2   2.8  957 215  1.0 8  4.6  93    0    0 282 -320  2
3928500 2446500  2 14  3   2.9  957 199  2.1 7  4.6  93    0    0 284 -320  2
3928500 2446500  2 14  4   2.7  957 133  1.3 7  4.5  91    0    0 282 -320  2
3928500 2446500  2 14  5   1.5  957 138  1.2 6  4.3  92    0    0 277 -319  2
3928500 2446500  2 14  6   1.6  957 148  1.3 5  4.2  93    0    0 267 -318  2
3928500 2446500  2 14  7   2.1  957 165  2.5 6  4.2  92    0    0 270 -317  2
3928500 2446500  2 14  8   2.4  957 126  2.8 6  4.3  91    0    1 278 -318  2
3928500 2446500  2 14  9   2.8  957 189  1.4 6  4.4  90    6   49 281 -318  2
3928500 2446500  2 14 10   4.1  957 124  1.7 4  4.6  89  113  103 273 -319  2
3928500 2446500  2 14 11   6.3  957 127  2.1 4  4.9  84  220  131 269 -326  2
3928500 2446500  2 14 12   8.7  957 133  2.2 4  5.0  74  274  154 275 -341  2
3928500 2446500  2 14 13   9.3  957 114  2.2 3  5.0  66  307  159 275 -355  2
3928500 2446500  2 14 14  10.9  956 131  2.5 3  5.0  62  281  160 274 -363  2
3928500 2446500  2 14 15  11.3  957  73  2.4 5  5.2  59   98  183 288 -367  2
3928500 2446500  2 14 16  11.3  956   5  2.5 7  5.2  59    5  100 311 -367  2
3928500 2446500  2 14 17  10.1  956 131  2.9 6  5.2  62   10   58 316 -362  2
3928500 2446500  2 14 18   8.1  954  33  2.7 4  5.2  68    0   11 294 -352  2
3928500 2446500  2 14 19   6.7  955 119  1.6 3  4.8  71    0    0 272 -342  2
3928500 2446500  2 14 20   5.1  955  94  2.4 3  4.6  74    0    0 260 -336  2
3928500 2446500  2 14 21   4.5  955 111  2.2 4  4.4  78    0    0 261 -335  2
3928500 2446500  2 14 22   4.3  954 101  2.1 7  4.4  80    0    0 281 -335  2
3928500 2446500  2 14 23   3.4  954  31  0.8 8  4.4  84    0    0 303 -333  2
3928500 2446500  2 14 24   3.4  953  41  1.2 8  4.4  86    0    0 308 -331  2
3928500 2446500  2 15  1   2.6  953 350  1.3 8  4.4  88    0    0 308 -331  2
3928500 2446500  2 15  2   2.6  953 109  1.6 7  4.3  89    0    0 300 -331  2
3928500 2446500  2 15  3   2.6  953  71  1.3 7  4.2  87    0    0 293 -330  2
3928500 2446500  2 15  4   1.8  953  47  1.1 8  4.2  89    0    0 298 -328  2
3928500 2446500  2 15  5   2.2  952 120  1.7 8  4.2  89    0    0 302 -326  2
3928500 2446500  2 15  6   1.9  952  76  1.3 7  4.1  88    0    0 294 -325  2
3928500 2446500  2 15  7   1.7  952 100  1.8 8  4.1  88    0    0 292 -324  2
3928500 2446500  2 15  8   1.2  951 140  2.4 8  4.0  90    0    7 298 -324  2
3928500 2446500  2 15  9   1.2  951 158  1.9 6  4.0  91    3   38 280 -325  2
3928500 2446500  2 15 10   1.6  951 137  1.5 5  4.1  91    3   76 254 -331  2
3928500 2446500  2 15 11   2.8  951  99  2.5 7  4.2  88    3  112 265 -341  2
3928500 2446500  2 15 12   3.5  950 112  2.0 8  4.4  87    0  132 293 -353  2
3928500 2446500  2 15 13   5.0  951 108  3.5 7  4.6  84   49  151 296 -364  2
3928500 2446500  2 15 14   5.2  950 112  1.8 7  4.7  81   42  144 290 -369  2
3928500 2446500  2 15 15   5.2  949  85  2.0 7  4.7  80    3  113 291 -371  2
3928500 2446500  2 15 16   4.6  949 109  2.5 7  4.6  80    0   58 290 -369  2
3928500 2446500  2 15 17   4.5  949 114  2.8 8  4.5  80    0   34 298 -362  2
3928500 2446500  2 15 18   3.4  949 137  2.1 8  4.4  82   10    6 307 -356  2
3928500 2446500  2 15 19   2.9  949 107  2.0 7  4.3  85    0    0 294 -350  2
3928500 2446500  2 15 20   3.1  949 109  1.7 7  4.3  85    0    0 281 -346  2
3928500 2446500  2 15 21   2.7  949 185  2.4 8  4.3  86    0    0 292 -344  2
3928500 2446500  2 15 22   2.8  949 101  1.2 7  4.3  88    0    0 292 -342  2
3928500 2446500  2 15 23   2.2  949 185  1.3 8  4.3  89    0    0 291 -341  2
3928500 2446500  2 15 24   2.2  949 188  1.4 6  4.2  90    0    0 280 -340  2
3928500 2446500  2 16  1   2.1  949 157  1.4 5  4.2  90    0    0 252 -339  2
3928500 2446500  2 16  2   1.3  949 184  1.0 6  4.1  90    0    0 253 -337  2
3928500 2446500  2 16  3   0.6  949 121  1.7 7  4.0  91    0    0 272 -336  2
3928500 2446500  2 16  4   1.2  949 144  1.9 6  4.0  92    0    0 274 -335  2
3928500 2446500  2 16  5   1.0  949 126  1.1 4  4.0  91    0    0 250 -334  2
3928500 2446500  2 16  6   0.7  949 108  1.8 3  3.9  91    0    0 225 -334  2
3928500 2446500  2 16  7  -0.1  949 119  1.4 3  3.8  93    0    0 212 -334  2
3928500 2446500  2 16  8   0.1  949 121  1.4 3  3.7  92    2   13 205 -334  2
3928500 2446500  2 16  9   0.7  949 106  1.9 4  3.9  93   50   63 215 -335  2
3928500 2446500  2 16 10   1.3  949 108  1.9 3  4.2  95  131  120 225 -338  2
3928500 2446500  2 16 11   3.0  949 140  1.8 3  4.4  93  187  169 231 -343  2
3928500 2446500  2 16 12   5.2  950  80  1.8 3  4.7  86  223  203 243 -348  2
3928500 2446500  2 16 13   6.9  949  44  2.8 3  4.8  78  258  209 249 -354  2
3928500 2446500  2 16 14   6.7  948  55  3.4 4  4.9  75  161  230 258 -361  2
3928500 2446500  2 16 15   6.8  948  70  3.3 5  4.9  76   83  202 272 -364  2
3928500 2446500  2 16 16   6.4  947  78  3.3 6  4.9  76   15  127 284 -361  2
3928500 2446500  2 16 17   5.0  947  77  3.7 7  4.7  77   10   66 293 -356  2
3928500 2446500  2 16 18   3.3  947  81  3.6 7  4.4  80    0    7 294 -351  2
3928500 2446500  2 16 19   2.4  948  81  3.3 6  4.1  82    0    0 285 -346  2
3928500 2446500  2 16 20   1.8  947  85  3.5 6  4.0  84    0    0 279 -344  2
3928500 2446500  2 16 21   1.7  947  94  3.2 6  3.9  85    0    0 279 -342  2
3928500 2446500  2 16 22   1.4  947  95  2.6 6  3.8  84    0    0 278 -342  2
3928500 2446500  2 16 23   1.3  947  83  2.2 7  3.7  84    0    0 282 -341  2
3928500 2446500  2 16 24   0.9  947  99  2.2 7  3.7  84    0    0 287 -340  2
3928500 2446500  2 17  1   1.2  947  92  1.4 8  3.7  85    0    0 292 -339  2
3928500 2446500  2 17  2   0.8  947 123  2.2 8  3.7  86    0    0 298 -339  2
3928500 2446500  2 17  3   1.0  947 138  2.0 8  3.7  86    0    0 298 -338  2
3928500 2446500  2 17  4   0.9  947 124  1.7 8  3.7  84    0    0 297 -338  2
3928500 2446500  2 17  5   0.6  947 161  1.7 8  3.7  86    0    0 296 -337  2
3928500 2446500  2 17  6   1.1  947 117  1.7 8  3.7  85    0    0 296 -336  2
3928500 2446500  2 17  7   0.4  947 147  1.7 7  3.7  86    0    0 290 -336  2
3928500 2446500  2 17  8   0.6  948 134  1.4 8  3.7  88    0    2 290 -335  2
3928500 2446500  2 17  9   1.1  948 269  1.0 7  3.7  86    0   21 291 -335  2
3928500 2446500  2 17 10   0.9  949  90  1.5 8  3.7  86    0   63 290 -337  2
3928500 2446500  2 17 11   1.3  949  72  1.9 7  3.8  87    0   79 290 -342  2
3928500 2446500  2 17 12   1.7  950  76  1.6 7  3.9  86    0   90 285 -347  2
3928500 2446500  2 17 13   1.8  950  77  1.6 7  3.9  84    0   88 286 -350  2
3928500 2446500  2 17 14   2.0  950  76  1.4 7  3.9  84    0  109 286 -352  2
3928500 2446500  2 17 15   2.1  950  64  1.8 8  3.8  82    0   74 293 -353  2
3928500 2446500  2 17 16   2.1  951  57  1.9 8  3.8  82    0   32 300 -352  2
3928500 2446500  2 17 17   2.0  951  49  1.8 7  3.9  82    0   34 293 -350  2
3928500 2446500  2 17 18   2.0  952  55  1.3 7  3.8  82    0    9 288 -346  2
3928500 2446500  2 17 19   2.0  952  39  2.0 8  3.8  81    0    0 293 -344  2
3928500 2446500  2 17 20   1.8  953  65  2.2 8  3.8  82    0    0 299 -342  2
3928500 2446500  2 17 21   1.6  954  50  1.2 8  3.8  82    0    0 298 -341  2
3928500 2446500  2 17 22   1.8  954 118  1.6 8  3.7  82    0    0 299 -340  2
3928500 2446500  2 17 23   1.7  955 174  1.2 8  3.7  82    0    0 299 -340  2
3928500 2446500  2 17 24   1.6  955 128  1.1 8  3.7  82    0    0 299 -340  2
3928500 2446500  2 18  1   1.6  956  77  1.2 8  3.7  83    0    0 299 -339  2
3928500 2446500  2 18  2   1.3  956  66  1.2 8  3.8  84    0    0 299 -339  2
3928500 2446500  2 18  3   1.4  957  48  0.8 8  3.8  85    0    0 299 -339  2
3928500 2446500  2 18  4   1.3  957  93  0.9 8  3.7  84    0    0 300 -338  2
3928500 2446500  2 18  5   1.3  957  81  0.6 8  3.7  84    0    0 301 -337  2
3928500 2446500  2 18  6   1.4  958  78  1.1 8  3.7  84    0    0 303 -336  2
3928500 2446500  2 18  7   1.2  958  93  0.8 8  3.7  85    0    0 303 -335  2
3928500 2446500  2 18  8   1.1  959  78  1.0 8  3.7  86    0    6 303 -335  2
3928500 2446500  2 18  9   1.2  959  72  1.1 8  3.7  86    0   36 304 -335  2
3928500 2446500  2 18 10   1.3  960 242  0.8 8  3.7  85    0   57 304 -336  2
3928500 2446500  2 18 11   1.6  960 198  1.0 7  3.7  84    0   65 298 -339  2
3928500 2446500  2 18 12   2.0  961 255  0.6 6  3.8  83    0   86 287 -343  2
3928500 2446500  2 18 13   2.1  961 220  1.0 7  3.8  82    0   77 287 -344  2
3928500 2446500  2 18 14   2.7  961 329  1.0 7  3.8  79    0   93 295 -345  2
3928500 2446500  2 18 15   2.9  961  10  0.8 8  3.7  76    0   75 303 -345  2
3928500 2446500  2 18 16   2.8  962 347  1.2 7  3.8  77    0   43 302 -344  2
3928500 2446500  2 18 17   2.5  962  26  0.9 7  3.9  81    0   42 296 -341  2
3928500 2446500  2 18 18   2.2  962  34  0.7 8  3.9  83    0    3 303 -339  2
3928500 2446500  2 18 19   2.2  963  26  1.1 8  4.0  85    0    0 306 -337  2
3928500 2446500  2 18 20   2.1  963  25  0.9 8  4.1  87    0    0 303 -335  2
3928500 2446500  2 18 21   1.9  963 353  1.1 8  4.1  88    0    0 301 -333  2
3928500 2446500  2 18 22   1.8  963 307  1.3 8  4.1  89    0    0 298 -329  2
3928500 2446500  2 18 23   1.5  963 315  1.2 8  4.1  91    0    0 294 -324  2
3928500 2446500  2 18 24   1.4  963 250  1.2 8  4.1  92    0    0 291 -320  2
3928500 2446500  2 19  1   1.4  963 309  0.0 8  4.1  92    0    0 290 -320  2
3928500 2446500  2 19  2   1.4  963 312  0.8 8  4.1  92    0    0 290 -320  2
3928500 2446500  2 19  3   1.2  963 309  0.8 8  4.0  92    0    0 287 -320  2
3928500 2446500  2 19  4   1.2  963 107  0.2 8  4.0  92    0    0 284 -322  2
3928500 2446500  2 19  5   1.1  963 290  0.8 8  4.0  92    0    0 281 -322  2
3928500 2446500  2 19  6   1.0  963 288  0.5 8  4.0  92    0    0 277 -320  2
3928500 2446500  2 19  7   1.0  963 235  0.6 8  4.0  93    0    0 276 -317  2
3928500 2446500  2 19  8   1.0  963 132  0.9 8  4.0  93    0    5 275 -314  2
3928500 2446500  2 19  9   1.0  963 118  1.0 8  4.1  94    0   32 274 -314  2
3928500 2446500  2 19 10   1.3  964  95  1.2 7  4.1  95    0   50 267 -317  2
3928500 2446500  2 19 11   1.6  964  96  1.5 8  4.1  93    0   61 266 -323  2
3928500 2446500  2 19 12   2.2  963 105  1.4 7  4.2  91    0  105 266 -335  2
3928500 2446500  2 19 13   2.8  964 148  1.9 7  4.1  86    0  111 263 -350  2
3928500 2446500  2 19 14   3.2  964 122  2.2 8  4.0  81    0   78 270 -361  2
3928500 2446500  2 19 15   4.2  963 104  3.0 8  4.0  77    0   93 277 -365  2
3928500 2446500  2 19 16   3.8  963  93  2.9 7  3.9  74   17  155 275 -361  2
3928500 2446500  2 19 17   3.6  963 103  2.5 8  3.8  74   13   86 274 -353  2
3928500 2446500  2 19 18   3.0  963  90  3.1 8  3.8  74    4   20 277 -344  2
3928500 2446500  2 19 19   2.3  963  98  2.3 8  3.7  76    0    0 276 -336  2
3928500 2446500  2 19 20   1.2  962 105  2.1 7  3.6  80    0    0 271 -331  2
3928500 2446500  2 19 21   1.6  962 134  2.0 6  3.6  81    0    0 265 -329  2
3928500 2446500  2 19 22   1.2  962 158  1.9 7  3.6  81    0    0 267 -327  2
3928500 2446500  2 19 23   0.7  962  99  2.1 8  3.6  84    0    0 274 -326  2
3928500 2446500  2 19 24   0.6  962  91  2.3 7  3.6  86    0    0 274 -325  2
3928500 2446500  2 20  1   0.3  961  96  1.9 8  3.6  87    0    0 275 -323  2
3928500 2446500  2 20  2   0.1  961  89  2.2 8  3.6  88    0    0 278 -322  2
3928500 2446500  2 20  3   0.5  961  94  2.5 8  3.6  88    0    0 279 -323  2
3928500 2446500  2 20  4   0.3  961  84  2.5 8  3.6  88    0    0 282 -323  2
3928500 2446500  2 20  5   0.4  961 110  2.5 8  3.6  88    0    0 283 -324  2
3928500 2446500  2 20  6   0.4  961 100  2.0 7  3.6  87    0    0 283 -325  2
3928500 2446500  2 20  7   0.4  961  93  2.0 8  3.6  87    0    0 285 -326  2
3928500 2446500  2 20  8   0.4  961  87  2.8 8  3.6  88    0    4 289 -328  2
3928500 2446500  2 20  9   0.5  961  91  3.4 8  3.6  87    0   31 290 -330  2
3928500 2446500  2 20 10   1.0  961 123  3.8 6  3.6  86    0   74 286 -332  2
3928500 2446500  2 20 11   1.3  961  98  4.0 7  3.6  83    0   95 284 -334  2
3928500 2446500  2 20 12   1.2  961 106  4.4 8  3.6  82    0   97 291 -341  2
3928500 2446500  2 20 13   1.1  961  42  4.2 7  3.6  82    0  113 291 -347  2
3928500 2446500  2 20 14   0.8  961  72  3.7 7  3.7  86    0  139 287 -348  2
3928500 2446500  2 20 15   0.4  961  91  3.1 6  3.7  90    1  132 284 -349  2
3928500 2446500  2 20 16   0.4  961  77  3.2 7  3.8  93    0   71 283 -348  2
3928500 2446500  2 20 17   0.3  961  89  2.6 7  3.9  94    0   28 288 -347  2
3928500 2446500  2 20 18   0.1  961  33  2.7 7  3.8  94    0    1 287 -345  2
3928500 2446500  2 20 19  -0.2  961  58  2.1 8  3.7  94    0    0 292 -341  2
3928500 2446500  2 20 20  -0.3  962  69  2.4 8  3.6  93    0    0 298 -339  2
3928500 2446500  2 20 21  -0.6  962  67  2.5 8  3.6  92    0    0 299 -337  2
3928500 2446500  2 20 22  -1.0  963  78  2.3 8  3.4  91    0    0 299 -333  2
3928500 2446500  2 20 23  -1.3  963  85  2.4 7  3.3  90    0    0 292 -331  2
3928500 2446500  2 20 24  -1.7  963  84  2.4 7  3.2  91    0    0 285 -331  2
3928500 2446500  2 21  1  -1.7  963 110  2.5 8  3.2  91    0    0 291 -330  2
3928500 2446500  2 21  2  -1.9  963 107  2.4 8  3.1  89    0    0 298 -329  2
3928500 2446500  2 21  3  -2.0  964  99  2.6 8  3.1  88    0    0 297 -328  2
3928500 2446500  2 21  4  -2.1  964  88  2.3 8  3.1  90    0    0 297 -327  2
3928500 2446500  2 21  5  -2.3  963  98  2.3 7  3.1  92    0    0 289 -328  2
3928500 2446500  2 21  6  -2.4  964 101  2.8 7  3.1  93    0    0 281 -328  2
3928500 2446500  2 21  7  -2.8  963 100  2.9 8  3.1  94    0    0 288 -328  2
3928500 2446500  2 21  8  -2.9  963  75  2.2 8  3.1  95    0   12 294 -329  2
3928500 2446500  2 21  9  -2.6  963  49  2.9 7  3.1  94    3   62 287 -330  2
3928500 2446500  2 21 10  -2.3  964  89  2.1 8  3.1  92    0   66 288 -333  2
3928500 2446500  2 21 11  -2.0  964  50  2.0 8  3.1  91    0   72 295 -339  2
3928500 2446500  2 21 12  -1.8  964  58  1.8 8  3.1  89    0  100 296 -347  2
3928500 2446500  2 21 13  -1.4  964  49  1.6 7  3.1  87    0   96 290 -350  2
3928500 2446500  2 21 14  -1.1  963  64  1.2 7  3.1  85    0  124 285 -349  2
3928500 2446500  2 21 15  -0.7  963  38  1.3 7  3.1  84    0  119 286 -348  2
3928500 2446500  2 21 16  -0.9  963  66  2.0 7  3.2  85    0   68 285 -348  2
3928500 2446500  2 21 17  -1.2  963  76  2.2 8  3.2  88    1   59 289 -346  2
3928500 2446500  2 21 18  -1.4  962  63  2.1 8  3.2  90    1   15 291 -342  2
3928500 2446500  2 21 19  -1.2  962  53  2.7 8  3.2  89    0    0 289 -334  2
3928500 2446500  2 21 20  -1.2  962  60  2.2 8  3.2  88    0    0 289 -327  2
3928500 2446500  2 21 21  -1.2  962  87  2.2 7  3.2  87    0    0 285 -324  2
