MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
 1  8 15   8.0 1000 179  4.5 4  6.0  88   75   56 301 -332  2
 1  8 16   7.6 1000 180  4.3 4  5.7  86    3   27 287 -334  2
 1  8 17   7.5 1000 189  4.9 4  5.7  86    0    0 285 -333  2
 1  8 18   7.9 1000 191  4.4 6  5.7  85    0    0 297 -334  2
 1  8 19   7.8 1000 189  4.7 5  5.5  82    0    0 303 -334  2
 1  8 20   7.5 1000 198  4.8 4  5.4  82    0    0 289 -334  2
 1  8 21   7.4 1000 199  4.4 4  5.3  81    0    0 282 -336  2
 1  8 22   8.0 1000 209  5.2 6  5.2  78    0    0 295 -338  2
 1  8 23   8.2 1000 208  5.0 7  5.2  77    0    0 315 -339  2
 1  8 24   8.1 1001 200  4.4 7  5.2  76    0    0 321 -339  2
 1  9  1   7.6 1000 200  3.5 8  5.1  77    0    0 328 -339  2
 1  9  2   6.9 1000 189  3.6 8  5.1  79    0    0 334 -338  2
 1  9  3   6.3 1000 187  3.7 7  5.0  81    0    0 326 -337  2
 1  9  4   7.0 1000 180  3.9 8  5.1  83    0    0 328 -337  2
 1  9  5   6.8 1000 179  4.0 8  5.1  82    0    0 337 -337  2
 1  9  6   6.8  999 171  4.1 8  5.2  84    0    0 337 -337  2
 1  9  7   7.5  999 182  5.0 7  5.4  84    0    0 329 -338  2
 1  9  8   8.1  998 193  4.2 7  5.3  79    0    0 322 -338  2
 1  9  9   7.1  998 182  4.5 7  5.5  83    0    1 320 -338  2
 1  9 10   7.7  999 203  4.6 7  5.6  86    0   13 317 -338  2
 1  9 11   7.9  999 281  4.2 8  5.4  81    0   28 323 -339  2
 1  9 12   6.6 1000 286  4.1 8  5.5  85    0   38 327 -340  2
 1  9 13   6.0 1001 280  3.9 8  5.6  93    0   53 323 -340  2
 1  9 14   5.2 1002 288  4.9 7  5.3  93    0   49 313 -339  2
 1  9 15   4.4 1003 264  2.8 8  4.8  89    0   24 308 -337  2
 1  9 16   4.1 1004 240  2.9 7  4.5  87    0    7 305 -336  2
 1  9 17   3.8 1005 234  3.0 7  4.5  89    0    0 297 -332  2
 1  9 18   3.3 1005 244  3.0 7  4.5  90    0    0 296 -329  2
 1  9 19   3.0 1006 231  2.7 7  4.3  90    0    0 294 -327  2
 1  9 20   2.8 1007 237  3.1 7  4.2  90    0    0 295 -325  2
 1  9 21   2.6 1008 239  3.1 6  4.2  91    0    0 288 -324  2
 1  9 22   1.6 1009 256  3.1 6  4.1  92    0    0 281 -322  2
 1  9 23   1.3 1009 250  3.1 6  4.0  93    0    0 278 -320  2
 1  9 24   1.6 1010 252  3.5 7  4.0  93    0    0 283 -319  2
 1 10  1   1.5 1011 259  2.9 6  3.9  93    0    0 282 -318  2
 1 10  2   2.0 1011 258  2.7 6  3.9  90    0    0 275 -317  2
 1 10  3   2.1 1012 261  2.9 7  3.7  85    0    0 280 -316  2
 1 10  4   2.1 1013 267  3.1 8  3.5  80    0    0 288 -316  2
 1 10  5   2.2 1013 258  2.6 7  3.4  76    0    0 288 -315  2
 1 10  6   2.0 1014 254  2.2 7  3.3  76    0    0 283 -314  2
 1 10  7   0.9 1014 230  2.5 5  3.3  78    0    0 271 -312  2
 1 10  8  -0.5 1015 229  2.5 3  3.2  84    0    0 246 -310  2
 1 10  9  -0.8 1015 222  2.8 1  3.2  90    6   12 223 -310  2
 1 10 10   1.1 1016 233  2.8 1  3.3  86   61   39 215 -310  2
 1 10 11   2.9 1016 232  2.7 0  3.4  77  143   49 215 -312  2
 1 10 12   4.4 1017 241  2.8 1  3.3  68  183   59 219 -314  2
 1 10 13   4.0 1017 256  2.8 0  3.3  64  175   69 221 -316  2
 1 10 14   5.0 1017 214  2.4 0  3.3  63  132   74 216 -316  2
 1 10 15   4.0 1016 219  2.4 1  3.3  63   66   66 222 -316  2
 1 10 16   2.8 1016 202  2.1 2  3.2  66    6   30 230 -316  2
 1 10 17   0.5 1016 171  2.4 2  3.1  74    0    0 230 -316  2
 1 10 18  -0.6 1016 234  2.9 1  3.1  83    0    0 219 -316  2
 1 10 19  -0.7 1016 215  2.9 1  3.2  88    0    0 212 -315  2
 1 10 20  -1.3 1016 143  3.1 1  3.2  90    0    0 211 -314  2
 1 10 21  -1.3 1016 147  2.6 0  3.2  92    0    0 205 -312  2
 1 10 22  -2.3 1015 140  3.0 1  3.1  92    0    0 203 -309  2
 1 10 23  -2.8 1015 130  3.5 1  2.9  94    0    0 206 -307  2
 1 10 24  -2.6 1015 131  3.3 0  3.0  95    0    0 198 -305  2
 1 11  1  -2.6 1014 129  3.5 0  3.0  95    0    0 194 -304  2
 1 11  2  -2.7 1013 122  3.4 0  2.9  95    0    0 192 -302  2
 1 11  3  -2.8 1012 130  3.6 0  2.9  95    0    0 191 -301  2
 1 11  4  -2.7 1012 132  3.2 0  2.9  95    0    0 191 -300  2
 1 11  5  -2.3 1011 140  3.3 2  3.0  95    0    0 202 -299  2
 1 11  6  -2.3 1010 130  3.3 4  3.0  95    0    0 223 -299  2
 1 11  7  -1.6 1009 140  3.0 6  3.1  95    0    0 245 -298  2
 1 11  8  -0.9 1008 131  2.9 7  3.3  96    0    0 263 -298  2
 1 11  9  -0.3 1008 141  2.9 7  3.5  96    0   11 270 -298  2
 1 11 10   0.0 1007 142  3.0 7  3.6  97    6   49 273 -299  2
 1 11 11   0.5 1007 134  2.9 7  3.7  96    2   69 274 -302  2
 1 11 12   1.3 1006 133  3.2 7  3.8  94    0   76 275 -306  2
 1 11 13   1.3 1005 135  3.1 8  3.9  93    0   52 282 -310  2
 1 11 14   1.5 1004 143  3.2 8  4.0  94    0   42 290 -312  2
 1 11 15   1.9 1003 140  3.5 8  4.1  94    0   28 293 -313  2
 1 11 16   2.2 1002 151  3.5 8  4.1  93    0    7 296 -312  2
 1 11 17   2.2 1002 151  3.7 7  4.1  92    0    0 292 -311  2
 1 11 18   2.2 1002 150  3.3 7  4.1  92    0    0 287 -311  2
 1 11 19   1.8 1002 153  4.8 4  4.1  92    0    0 270 -311  2
 1 11 20   1.9 1001 171  4.1 4  4.1  93    0    0 253 -312  2
 1 11 21   1.9 1002 173  3.7 7  4.1  92    0    0 275 -312  2
 1 11 22   2.2 1002 181  3.6 7  4.0  91    0    0 296 -313  2
 1 11 23   2.1 1001 199  3.3 7  4.0  89    0    0 296 -313  2
 1 11 24   2.6 1001 202  3.2 8  4.0  88    0    0 302 -313  2
 1 12  1   3.1 1001 211  3.6 8  4.1  87    0    0 311 -313  2
 1 12  2   3.2 1001 205  5.2 8  4.1  85    0    0 312 -314  2
 1 12  3   3.4 1001 223  4.6 8  4.1  85    0    0 312 -313  2
 1 12  4   3.8 1001 231  4.9 8  4.2  85    0    0 313 -311  2
 1 12  5   3.5 1001 235  4.7 8  4.4  89    0    0 312 -310  2
 1 12  6   3.9 1002 273  5.5 8  4.7  93    0    0 314 -309  2
 1 12  7   3.8 1002 279  5.9 8  4.7  92    0    0 315 -308  2
 1 12  8   3.3 1003 280  5.6 7  4.4  89    0    0 311 -309  2
 1 12  9   3.0 1004 279  5.4 7  4.1  84    0    7 305 -311  2
 1 12 10   3.2 1006 271  5.4 7  3.8  80    5   43 304 -313  2
 1 12 11   3.6 1007 268  6.2 7  3.7  75   12   79 305 -314  2
 1 12 12   4.5 1007 268  5.5 5  3.7  72   70  110 297 -316  2
 1 12 13   4.8 1007 267  5.7 4  3.6  68   62  121 284 -317  2
 1 12 14   4.5 1007 261  5.3 5  3.5  66   24  105 283 -318  2
 1 12 15   4.3 1007 261  5.0 7  3.4  66    3   65 296 -318  2
 1 12 16   4.0 1008 257  4.0 8  3.4  67    0   10 313 -318  2
 1 12 17   3.6 1008 221  3.0 7  3.4  69    0    0 313 -318  2
 1 12 18   3.2 1007 213  2.9 7  3.4  71    0    0 306 -319  2
 1 12 19   3.0 1007 202  3.0 7  3.5  73    0    0 306 -320  2
 1 12 20   3.1 1006 203  2.7 7  3.6  76    0    0 305 -321  2
 1 12 21   3.2 1005 202  2.8 7  3.7  78    0    0 306 -322  2
 1 12 22   3.3 1005 194  2.8 7  3.8  79    0    0 305 -323  2
 1 12 23   3.3 1004 193  3.3 8  4.0  82    0    0 316 -326  2
 1 12 24   2.9 1003 193  3.1 8  4.3  90    0    0 326 -329  2
 1 13  1   3.0 1002 201  2.7 8  4.5  95    0    0 326 -332  2
 1 13  2   3.1 1002 202  2.8 8  4.6  96    0    0 328 -333  2
 1 13  3   3.3 1001 212  2.2 8  4.7  97    0    0 327 -334  2
 1 13  4   3.5 1001 219  2.2 8  4.8  98    0    0 328 -334  2
 1 13  5   3.7 1001 233  2.1 8  4.9  98    0    0 329 -334  2
 1 13  6   4.0 1001 243  2.0 8  5.0  98    0    0 329 -333  2
 1 13  7   4.3 1001 270  2.4 7  5.0  98    0    0 321 -333  2
 1 13  8   4.5 1001 274  2.2 8  5.1  97    0    0 321 -332  2
 1 13  9   4.7 1002 282  2.2 7  5.2  97    0    7 320 -331  2
 1 13 10   4.7 1002 282  1.9 7  5.2  98    0   35 312 -330  2
 1 13 11   4.9 1003 282  2.0 7  5.3  98    0   52 311 -330  2
 1 13 12   5.1 1003 290  2.1 8  5.3  97    0   70 321 -330  2
 1 13 13   5.1 1003 317  2.3 8  5.3  96    0   76 329 -330  2
 1 13 14   5.4 1003 339  1.5 7  5.3  95    0   74 321 -331  2
 1 13 15   5.5 1003 187  0.9 8  5.3  94    0   32 321 -332  2
 1 13 16   5.2 1002 148  1.7 8  5.3  94    0    6 330 -332  2
 1 13 17   5.0 1003 127  2.3 7  5.3  96    0    0 321 -330  2
 1 13 18   4.8 1002 143  2.8 8  5.3  97    0    0 320 -328  2
 1 13 19   5.1 1002 153  3.0 7  5.3  97    0    0 322 -327  2
 1 13 20   4.9 1001 154  3.7 8  5.3  97    0    0 323 -327  2
 1 13 21   5.1 1001 155  3.4 8  5.3  97    0    0 331 -327  2
 1 13 22   5.3 1000 184  3.6 8  5.4  97    0    0 332 -327  2
 1 13 23   6.6 1000 251  4.1 8  5.7  97    0    0 334 -327  2
 1 13 24   8.5 1000 271  5.0 8  6.4  98    0    0 340 -328  2
 1 14  1   8.9 1001 259  5.0 8  6.9  97    0    0 345 -328  2
 1 14  2   9.3 1001 258  4.9 8  7.0  96    0    0 347 -328  2
 1 14  3   9.3 1001 260  5.2 8  7.1  96    0    0 348 -329  2
 1 14  4   9.3 1002 261  4.6 8  7.1  96    0    0 348 -329  2
 1 14  5   9.3 1002 252  3.9 8  7.1  96    0    0 348 -329  2
 1 14  6   9.3 1002 250  3.4 8  7.1  96    0    0 348 -330  2
 1 14  7   9.1 1002 242  3.3 8  7.1  97    0    0 347 -330  2
 1 14  8   9.3 1002 243  3.7 8  7.1  97    0    0 349 -331  2
 1 14  9   9.2 1002 244  3.2 8  7.1  97    0    5 349 -331  2
 1 14 10   9.3 1003 240  3.4 8  7.1  97    0   16 349 -332  2
 1 14 11   9.4 1003 249  3.6 8  7.2  97    0   31 349 -334  2
 1 14 12   9.7 1003 240  3.3 7  7.3  98    0   66 344 -335  2
 1 14 13   9.7 1003 223  2.9 7  7.4  97    0   70 339 -336  2
 1 14 14   9.7 1002 233  4.0 7  7.4  97    0   38 339 -337  2
 1 14 15  10.3 1002 239  4.5 7  7.5  97    0   28 341 -337  2
 1 14 16  10.3 1002 247  5.4 8  7.6  96    0    7 348 -337  2
 1 14 17  10.2 1002 238  5.3 8  7.5  95    0    0 351 -337  2
 1 14 18  10.1 1002 243  4.4 8  7.3  93    0    0 351 -338  2
 1 14 19  10.2 1002 250  4.7 7  7.1  90    0    0 345 -344  2
 1 14 20  10.1 1002 241  4.4 8  6.9  88    0    0 345 -349  2
 1 14 21   9.8 1002 232  4.3 8  6.8  88    0    0 348 -352  2
 1 14 22   9.8 1002 231  4.5 8  6.8  88    0    0 347 -352  2
 1 14 23   9.8 1002 240  5.1 8  6.8  89    0    0 348 -353  2
 1 14 24   9.7 1002 243  5.2 8  6.9  91    0    0 347 -352  2
 1 15  1   9.7 1002 231  4.7 8  6.9  90    0    0 344 -352  2
 1 15  2   9.1 1002 241  4.9 8  6.7  91    0    0 342 -351  2
 1 15  3   8.8 1002 260  5.7 8  6.7  92    0    0 340 -350  2
 1 15  4   8.4 1002 288  5.7 8  6.5  93    0    0 339 -350  2
 1 15  5   8.2 1004 280  4.8 8  6.4  93    0    0 336 -349  2
 1 15  6   7.8 1005 279  5.5 8  6.2  92    0    0 334 -348  2
 1 15  7   7.8 1006 279  5.6 7  6.0  91    0    0 326 -347  2
 1 15  8   7.7 1007 278  5.2 7  5.9  90    0    0 319 -346  2
 1 15  9   7.2 1008 269  4.9 5  5.8  90    6   16 303 -345  2
 1 15 10   7.6 1009 260  4.4 3  5.7  88   41   57 273 -344  2
 1 15 11   8.6 1010 270  5.5 2  5.7  84   85   95 250 -343  2
 1 15 12   8.7 1011 271  6.4 5  5.4  78   31  122 264 -344  2
 1 15 13   8.7 1012 269  5.9 6  5.0  72   24  125 289 -346  2
 1 15 14   8.7 1013 282  5.2 5  4.7  68   31  118 289 -346  2
 1 15 15   8.6 1013 266  4.0 5  4.6  66   32   88 285 -345  2
 1 15 16   8.3 1014 256  2.9 6  4.6  68    0   27 297 -342  2
 1 15 17   7.0 1014 233  2.0 7  4.7  72    0    0 311 -337  2
 1 15 18   7.3 1015 223  2.4 7  4.9  78    0    0 317 -335  2
 1 15 19   7.7 1015 219  2.7 7  5.1  80    0    0 318 -335  2
