MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
 1  6  6   0.0  959 168  2.7 2  3.7  88    0    0 225 -331  3
 1  6  7   0.6  959 203  1.8 2  3.7  90    0    0 227 -330  3
 1  6  8   1.3  959 232  2.5 1  3.7  85    0    0 225 -330  3
 1  6  9   1.1  959 189  2.5 1  3.7  84    0    9 223 -330  3
 1  6 10   1.9  959 189  2.3 2  3.8  85  102   39 226 -332  3
 1  6 11   5.4  960 128  2.6 1  4.1  78  191   55 231 -338  3
 1  6 12   7.2  960 181  2.2 1  4.3  68  256   62 237 -346  3
 1  6 13  11.5  959 166  2.0 1  4.4  57  266   64 246 -354  3
 1  6 14   9.2  959 142  2.7 2  4.8  58  236   63 253 -359  3
 1  6 15  10.2  957 174  2.0 2  5.2  66  164   56 254 -359  3
 1  6 16   8.2  957 185  1.9 3  5.4  70   55   42 256 -355  3
 1  6 17   7.4  956 160  2.2 6  5.3  76    0    6 260 -348  3
 1  6 18   5.3  956 172  2.4 6  5.1  81    0    0 261 -344  3
 1  6 19   4.9  956 217  2.8 4  4.8  82    0    0 254 -342  3
 1  6 20   3.9  955 227  2.1 2  4.4  80    0    0 244 -340  3
 1  6 21   1.6  955 224  2.7 1  4.3  87    0    0 232 -338  3
 1  6 22   2.6  955 192  2.7 1  4.1  87    0    0 225 -335  3
 1  6 23   2.7  955 226  3.2 1  3.8  78    0    0 225 -334  3
 1  6 24   1.2  954 178  3.0 3  3.6  78    0    0 228 -335  3
 1  7  1   1.9  954 204  3.8 1  3.5  78    0    0 227 -336  3
 1  7  2   4.1  954 233  3.6 1  3.4  69    0    0 225 -336  3
 1  7  3   2.5  953 233  3.5 0  3.4  67    0    0 224 -335  3
 1  7  4   4.6  953 222  3.9 1  3.4  65    0    0 227 -334  3
 1  7  5   3.9  952 234  4.1 2  3.3  60    0    0 238 -333  3
 1  7  6   5.8  953 228  4.5 0  3.3  57    0    0 237 -332  3
 1  7  7   5.6  952 234  4.2 1  3.2  53    0    0 234 -334  3
 1  7  8   4.8  952 239  3.7 2  3.3  56    0    0 241 -335  3
 1  7  9   5.0  951 243  2.7 2  3.3  57    8   14 242 -335  3
 1  7 10   7.1  951 255  2.8 6  3.2  52   51   57 263 -338  3
 1  7 11   7.5  950 248  3.2 5  3.6  53  125   84 282 -343  3
 1  7 12  10.1  951 278  4.5 6  3.7  50  149  110 287 -348  3
 1  7 13  11.3  950 255  3.2 7  3.7  43   63  143 305 -351  3
 1  7 14  12.1  949 237  3.3 6  3.8  42   75  128 309 -351  3
 1  7 15  11.0  948 261  4.7 4  3.8  42   46  100 292 -349  3
 1  7 16  10.3  948 243  6.1 6  4.0  47   26   51 290 -349  3
 1  7 17  10.9  948 242  6.1 6  4.0  47    0    4 302 -348  3
 1  7 18   8.8  947 247  7.3 7  3.9  48    0    0 305 -347  3
 1  7 19  10.6  947 266  7.3 6  4.0  50    0    0 305 -346  3
 1  7 20   9.4  946 276  9.2 6  4.3  53    0    0 301 -345  3
 1  7 21   8.9  947 257  8.5 7  4.9  63    0    0 305 -345  3
 1  7 22   7.0  947 255  6.2 8  5.4  76    0    0 312 -345  3
 1  7 23   7.1  948 269  5.4 8  5.9  89    0    0 317 -345  3
 1  7 24   7.2  948 262  4.0 7  6.1  91    0    0 312 -344  3
 1  8  1   6.2  947 270  2.9 8  6.2  95    0    0 312 -345  3
 1  8  2   5.5  947 281  4.8 8  6.1  99    0    0 316 -345  3
 1  8  3   5.7  946 258  3.6 8  6.1 100    0    0 316 -346  3
 1  8  4   5.6  946 222  5.9 8  6.0  98    0    0 317 -346  3
 1  8  5   5.4  945 245  4.5 8  5.8  97    0    0 318 -346  3
 1  8  6   5.9  944 258  6.9 8  5.9  96    0    0 320 -345  3
 1  8  7   5.4  943 255  5.8 8  5.8  95    0    0 321 -346  3
 1  8  8   5.6  943 281  5.9 8  5.6  93    0    0 321 -347  3
 1  8  9   6.4  944 308  4.1 8  5.5  87    0    3 323 -347  3
 1  8 10   5.4  944 256  6.4 8  5.4  86    0   23 324 -346  3
 1  8 11   6.2  944 269 10.3 8  5.4  87    0   65 323 -346  3
 1  8 12   5.9  944 264  6.1 8  5.5  87    0   71 323 -345  3
 1  8 13   5.6  943 250  7.4 7  5.5  90    0   98 318 -344  3
 1  8 14   6.4  943 238  5.0 7  5.5  88    0   82 311 -345  3
 1  8 15   6.4  942 259  6.8 8  5.4  84    0   52 319 -345  3
 1  8 16   7.1  942 276  8.4 8  5.3  81    0   15 327 -345  3
 1  8 17   4.0  942 291  5.7 8  5.1  84    0    3 322 -343  3
 1  8 18   3.5  942 268  4.3 8  4.8  90    0    0 315 -342  3
 1  8 19   3.2  943 233  3.5 7  4.7  90    0    0 306 -342  3
 1  8 20   2.7  942 249  3.8 8  4.6  92    0    0 304 -342  3
 1  8 21   2.4  942 229  3.6 7  4.6  93    0    0 303 -341  3
 1  8 22   2.1  942 239  4.0 8  4.5  94    0    0 301 -338  3
 1  8 23   1.9  942 219  3.1 8  4.5  95    0    0 304 -332  3
 1  8 24   2.1  943 213  2.0 7  4.5  95    0    0 298 -327  3
 1  9  1   2.0  943 235  2.9 5  4.5  94    0    0 282 -324  3
 1  9  2   1.9  944 216  3.6 6  4.4  94    0    0 277 -321  3
 1  9  3   1.7  944 224  4.0 7  4.3  93    0    0 284 -319  3
 1  9  4   1.5  943 236  4.3 7  4.3  93    0    0 286 -319  3
 1  9  5   1.5  943 236  3.7 6  4.2  93    0    0 280 -319  3
 1  9  6   1.1  942 241  4.6 6  4.2  95    0    0 273 -318  3
 1  9  7   1.4  942 244  4.3 5  4.2  95    0    0 265 -318  3
 1  9  8   0.9  942 224  3.5 6  4.2  95    0    0 266 -318  3
 1  9  9   0.5  942 219  4.1 6  4.1  95    8   18 271 -319  3
 1  9 10   1.9  942 241  4.5 7  4.1  92   21   73 277 -320  3
 1  9 11   3.2  943 252  5.9 3  4.1  84   58  127 263 -322  3
 1  9 12   4.3  943 258  6.7 5  4.1  77   43  156 253 -324  3
 1  9 13   4.5  943 258  6.6 7  4.1  74   19  150 278 -326  3
 1  9 14   4.3  942 254  7.2 6  4.1  73   15  133 283 -328  3
 1  9 15   3.9  942 260  5.6 4  4.1  75   43  117 266 -329  3
 1  9 16   3.6  942 245  5.4 5  4.1  77   31   62 259 -327  3
 1  9 17   3.7  942 232  3.9 6  4.2  78    0    8 269 -324  3
 1  9 18   2.4  942 226  3.1 6  4.2  82    0    0 271 -321  3
 1  9 19   2.2  943 254  3.7 6  4.2  87    0    0 268 -319  3
 1  9 20   2.1  943 242  4.2 7  4.1  87    0    0 271 -318  3
 1  9 21   1.7  944 241  4.5 8  4.1  88    0    0 283 -318  3
 1  9 22   1.2  943 240  4.1 6  4.2  93    0    0 276 -318  3
 1  9 23   0.9  944 244  3.7 6  4.2  96    0    0 263 -318  3
 1  9 24   1.4  944 242  5.1 5  4.2  94    0    0 257 -318  3
 1 10  1   1.9  945 247  4.1 7  4.1  89    0    0 262 -318  3
 1 10  2   1.5  945 255  4.0 7  4.0  88    0    0 272 -317  3
 1 10  3   1.6  945 261  3.3 7  4.0  88    0    0 271 -317  3
 1 10  4   1.6  946 269  2.4 7  4.0  87    0    0 270 -316  3
 1 10  5   1.1  946 268  1.8 6  3.9  88    0    0 262 -315  3
 1 10  6   1.1  946 248  1.8 7  3.9  88    0    0 261 -314  3
 1 10  7   0.8  947 288  1.2 8  3.8  88    0    0 272 -314  3
 1 10  8   0.9  947  55  1.5 7  3.7  87    0    0 272 -313  3
 1 10  9   0.6  948  97  2.4 6  3.8  88    9   20 262 -313  3
 1 10 10   0.8  948 142  3.7 7  3.9  91   41   73 262 -314  3
 1 10 11   1.9  947  90  4.7 4  3.9  86   85  122 254 -316  3
 1 10 12   2.8  947  99  5.6 3  3.8  78  103  156 237 -318  3
 1 10 13   2.8  947  87  5.9 3  3.7  76  109  165 234 -319  3
 1 10 14   2.9  947  75  6.1 3  3.9  78  105  150 236 -321  3
 1 10 15   2.8  946  81  7.1 4  3.9  79   62  117 244 -321  3
 1 10 16   2.4  946  87  6.5 5  3.9  80   30   63 253 -319  3
 1 10 17   1.7  944  84  5.8 6  3.9  84    1   11 262 -318  3
 1 10 18   1.1  944  85  6.0 7  3.9  88    0    0 268 -317  3
 1 10 19   1.1  943  86  5.2 5  3.9  89    0    0 264 -316  3
 1 10 20   0.7  943  88  6.0 6  3.9  90    0    0 262 -314  3
 1 10 21   0.6  942  86  5.6 6  3.9  92    0    0 267 -314  3
 1 10 22   0.6  942  98  5.1 7  3.9  92    0    0 273 -314  3
 1 10 23   0.4  941  86  5.2 7  3.9  92    0    0 278 -315  3
 1 10 24   0.5  941  89  4.5 7  3.9  91    0    0 278 -315  3
 1 11  1   0.1  940  89  4.1 7  3.8  91    0    0 279 -314  3
 1 11  2   0.4  940  89  3.8 6  3.8  91    0    0 277 -314  3
 1 11  3  -0.3  939  83  3.5 4  3.7  91    0    0 266 -314  3
 1 11  4   0.4  939  88  2.7 5  3.7  90    0    0 263 -313  3
 1 11  5   0.2  938  62  3.2 6  3.6  87    0    0 271 -313  3
 1 11  6  -1.3  937  72  2.7 7  3.6  91    0    0 277 -313  3
 1 11  7  -0.8  937  80  2.5 7  3.6  94    0    0 280 -313  3
 1 11  8  -0.5  937  58  2.5 7  3.6  93    0    0 282 -313  3
 1 11  9  -0.4  936  75  1.8 7  3.7  93    7   16 283 -313  3
 1 11 10   0.9  937  56  3.1 7  3.8  92   58   71 285 -314  3
 1 11 11   1.4  937 344  2.3 6  4.0  89   32  123 282 -315  3
 1 11 12   1.8  937 327  3.4 8  4.0  86    2  100 288 -317  3
 1 11 13   1.4  937 304  3.2 8  4.0  87    2  110 296 -318  3
 1 11 14   2.6  937 304  3.9 6  4.0  85   30  148 288 -318  3
 1 11 15   2.4  937 263  4.3 7  4.1  83    2   78 284 -318  3
 1 11 16   1.2  937 263  4.8 7  4.1  88    0   24 287 -318  3
 1 11 17   1.9  937 266  4.9 7  4.1  90    0    1 286 -317  3
 1 11 18   1.1  938 256  5.4 8  4.1  90    0    0 290 -315  3
 1 11 19   1.3  939 256  6.1 8  4.1  91    0    0 292 -314  3
 1 11 20   0.5  940 254  6.1 8  4.1  93    0    0 290 -313  3
 1 11 21  -0.5  940 258  5.8 8  4.0  98    0    0 287 -310  3
 1 11 22  -0.3  941 261  6.2 7  4.0 100    0    0 279 -307  3
 1 11 23   0.1  942 263  6.7 7  4.0  98    0    0 274 -305  3
 1 11 24  -0.7  943 264  5.7 8  3.8  96    0    0 277 -304  3
 1 12  1  -0.6  944 261  5.9 8  3.7  95    0    0 278 -302  3
 1 12  2  -1.2  945 269  6.4 8  3.6  94    0    0 276 -301  3
 1 12  3  -1.3  946 268  6.4 8  3.5  94    0    0 273 -300  3
 1 12  4  -1.1  947 277  6.0 7  3.4  91    0    0 267 -299  3
 1 12  5  -1.3  947 270  5.7 7  3.3  90    0    0 262 -298  3
 1 12  6  -1.6  947 270  6.5 8  3.3  90    0    0 263 -297  3
 1 12  7  -1.7  947 278  7.7 7  3.3  91    0    0 261 -296  3
 1 12  8  -2.4  948 294  7.3 8  3.2  93    0    0 259 -296  3
 1 12  9  -3.1  950 295  7.4 8  3.1  95    0    7 259 -295  3
 1 12 10  -2.6  951 276  6.4 8  3.0  92   45   56 258 -296  3
 1 12 11  -3.1  952 283  7.5 6  2.9  89   92   90 249 -300  3
 1 12 12  -3.6  952 283  7.5 7  2.7  87    7  110 243 -302  3
 1 12 13  -3.5  952 265  8.4 6  2.5  80    2  101 243 -304  3
 1 12 14  -2.9  953 249  7.4 3  2.3  72   85  120 227 -306  3
 1 12 15  -2.6  953 245  7.8 0  2.1  65  160   55 204 -306  3
 1 12 16  -3.0  953 243  5.6 1  2.1  63   62   45 195 -304  3
 1 12 17  -3.6  953 234  3.8 1  2.1  65    1   12 197 -298  3
 1 12 18  -4.5  952 239  2.4 2  2.0  68    0    0 196 -291  3
 1 12 19  -6.5  952 224  2.1 3  2.0  75    0    0 199 -287  3
 1 12 20  -5.4  951 196  1.2 4  2.0  78    0    0 204 -287  3
 1 12 21  -5.2  951 182  2.2 5  2.1  76    0    0 214 -289  3
 1 12 22  -5.9  950 176  2.0 3  2.1  79    0    0 208 -289  3
 1 12 23  -5.4  949 170  2.3 3  2.1  81    0    0 201 -287  3
 1 12 24  -5.8  948 166  2.3 5  2.1  80    0    0 210 -285  3
 1 13  1  -6.2  948 171  3.1 4  2.1  80    0    0 215 -285  3
 1 13  2  -6.3  947 155  3.0 3  2.0  80    0    0 205 -285  3
 1 13  3  -5.4  945 147  3.2 6  2.2  82    0    0 214 -285  3
 1 13  4  -4.7  945 162  4.2 7  2.3  82    0    0 236 -287  3
 1 13  5  -4.2  944 176  3.4 6  2.4  83    0    0 240 -290  3
 1 13  6  -3.9  943 190  2.8 8  2.7  89    0    0 250 -291  3
 1 13  7  -3.7  942 205  3.8 7  2.9  96    0    0 259 -292  3
 1 13  8  -2.8  942 195  3.4 8  3.1  98    0    0 263 -294  3
 1 13  9  -2.3  943 178  3.6 8  3.3  98    1   17 273 -297  3
 1 13 10  -1.7  944 232  3.8 8  3.5  99    4   66 276 -300  3
 1 13 11  -0.7  945 254  5.9 5  3.6  95   19  132 259 -305  3
 1 13 12  -0.5  945 256  6.3 6  3.5  89    1  110 249 -308  3
 1 13 13   0.0  945 259  6.6 7  3.4  85    0   73 265 -310  3
 1 13 14   0.3  945 263  6.7 6  3.4  83    0   78 268 -311  3
 1 13 15   0.8  946 254  5.7 8  3.4  80    0   36 277 -311  3
 1 13 16   0.3  946 257  5.3 8  3.5  82    0   34 290 -312  3
 1 13 17   0.2  947 250  6.2 8  3.5  85    0    9 290 -311  3
 1 13 18   0.7  947 253  5.8 7  3.5  83    0    0 284 -309  3
 1 13 19   0.3  948 257  6.4 8  3.5  83    0    0 284 -308  3
 1 13 20   0.3  949 253  6.5 8  3.5  86    0    0 289 -307  3
 1 13 21   0.3  950 248  5.9 8  3.5  84    0    0 289 -307  3
 1 13 22   0.1  950 246  6.2 6  3.4  82    0    0 276 -306  3
 1 13 23   0.2  950 250  5.7 6  3.3  81    0    0 264 -305  3
 1 13 24  -0.7  950 239  5.1 7  3.3  82    0    0 267 -304  3
 1 14  1  -0.9  949 248  5.7 7  3.3  85    0    0 268 -303  3
 1 14  2  -1.1  949 232  4.6 7  3.3  87    0    0 266 -304  3
 1 14  3  -1.3  948 235  4.6 6  3.2  87    0    0 260 -304  3
 1 14  4  -0.2  948 237  3.9 4  3.1  81    0    0 248 -304  3
 1 14  5   0.0  948 237  4.1 5  3.0  75    0    0 246 -305  3
 1 14  6   0.6  947 223  3.8 6  3.0  72    0    0 257 -307  3
 1 14  7   1.1  947 228  4.3 6  2.9  68    0    0 264 -309  3
 1 14  8   1.0  946 213  3.7 7  3.0  68    0    0 272 -309  3
 1 14  9   1.9  946 231  5.0 7  3.3  72    0    4 281 -310  3
 1 14 10   1.1  946 231  4.8 8  3.7  82    3   65 289 -312  3
 1 14 11   1.5  945 236  5.8 6  4.0  90    0   67 285 -316  3
 1 14 12   2.4  946 247  5.0 7  4.2  90    0   65 282 -318  3
 1 14 13   3.3  947 245  5.6 8  4.2  84    0   75 300 -318  3
 1 14 14   3.1  946 249  6.2 8  4.2  82    0   82 307 -319  3
 1 14 15   3.4  946 260  7.1 8  4.2  82    0   52 309 -319  3
 1 14 16   2.9  947 258  7.6 8  4.3  84    1   47 311 -319  3
 1 14 17   2.7  947 266  7.8 7  4.3  87    1   14 305 -319  3
 1 14 18   2.4  948 256  7.1 6  4.3  88    0    0 294 -319  3
 1 14 19   2.7  949 261  6.6 6  4.2  87    0    0 288 -319  3
 1 14 20   2.0  950 246  6.2 6  4.1  86    0    0 287 -318  3
 1 14 21   2.5  951 257  6.5 7  4.1  85    0    0 291 -318  3
 1 14 22   2.3  951 265  6.3 4  3.9  82    0    0 279 -318  3
 1 14 23   2.1  952 270  5.9 4  3.9  81    0    0 262 -317  3
 1 14 24   1.5  953 273  5.3 7  3.9  84    0    0 274 -316  3
 1 15  1   2.2  953 264  5.5 6  3.9  84    0    0 281 -316  3
 1 15  2   1.7  954 246  4.9 5  3.9  84    0    0 270 -315  3
 1 15  3   1.7  954 242  4.9 6  3.9  85    0    0 269 -312  3
 1 15  4   1.5  954 244  5.7 4  3.9  86    0    0 263 -307  3
 1 15  5   1.8  954 238  6.7 4  3.8  83    0    0 254 -304  3
 1 15  6   2.0  954 233  8.2 3  3.7  80    0    0 249 -302  3
 1 15  7   1.5  954 232  7.9 1  3.7  80    0    0 233 -300  3
 1 15  8   2.7  954 218  8.0 4  3.6  78    0    0 237 -299  3
 1 15  9   2.5  954 181  7.9 4  3.6  75   21   14 250 -299  3
 1 15 10   3.4  955 192  6.8 6  3.6  72   24   65 255 -299  3
 1 15 11   4.3  955 217  7.7 4  3.6  68  115   89 254 -304  3
 1 15 12   5.2  955 229  8.4 3  3.6  63  189   91 248 -310  3
 1 15 13   5.2  955 250  7.8 6  3.6  61   74  146 254 -315  3
 1 15 14   5.4  955 249  7.1 5  3.6  62  122  121 260 -317  3
 1 15 15   5.7  955 238  6.1 4  3.6  61  149   73 254 -317  3
 1 15 16   5.8  955 254  5.2 5  3.7  60   57   55 253 -314  3
 1 15 17   4.6  955 245  3.8 5  3.6  63    4   14 253 -309  3
 1 15 18   3.6  954 196  3.4 4  3.5  66    0    0 247 -306  3
 1 15 19   2.4  954 181  2.8 5  3.5  70    0    0 243 -305  3
 1 15 20   1.2  955 160  2.4 5  3.4  75    0    0 240 -305  3
 1 15 21   0.8  955 175  2.5 3  3.3  77    0    0 235 -305  3
 1 15 22  -0.1  953 166  2.5 1  3.3  80    0    0 225 -305  3
 1 15 23  -0.8  953 176  2.0 1  3.2  83    0    0 218 -305  3
 1 15 24  -0.9  953 154  2.1 1  3.2  84    0    0 215 -305  3
 1 16  1  -1.3  952 211  2.2 0  3.2  86    0    0 210 -306  3
 1 16  2  -2.2  952 212  2.6 0  3.2  90    0    0 205 -307  3
 1 16  3  -1.9  952 186  2.9 0  3.2  92    0    0 205 -307  3
