MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
 1  4  1   1.2  955 209  4.4 8  3.8  89    0    0 300 -321  2
 1  4  2   1.4  955 211  5.5 8  3.9  88    0    0 305 -321  2
 1  4  3   1.4  955 216  5.4 8  3.9  88    0    0 303 -320  2
 1  4  4   1.3  955 213  5.0 8  3.9  89    0    0 301 -320  2
 1  4  5   1.2  954 225  4.6 8  3.9  89    0    0 300 -320  2
 1  4  6   1.1  954 221  4.8 7  3.9  89    0    0 294 -320  2
 1  4  7   1.1  953 215  5.1 6  3.8  87    0    0 284 -319  2
 1  4  8   1.1  953 214  4.9 6  3.7  86    0    0 278 -320  2
 1  4  9   0.5  953 214  5.4 5  3.7  86    2   13 271 -321  2
 1  4 10   2.0  953 219  5.6 3  3.7  83   35   66 256 -321  2
 1  4 11   2.5  953 226  6.2 2  3.7  77   65  118 244 -323  2
 1  4 12   2.9  952 226  6.5 1  3.6  74   88  153 235 -326  2
 1  4 13   3.8  953 208  6.1 0  3.6  71  107  162 227 -330  2
 1  4 14   4.1  952 212  5.0 0  3.7  69  107  146 224 -333  2
 1  4 15   4.8  951 211  4.8 1  3.8  68   83  112 229 -333  2
 1  4 16   4.7  951 220  3.9 1  3.7  66   35   62 233 -329  2
 1  4 17   3.8  951 221  4.5 2  3.6  66    2   11 234 -324  2
 1  4 18   3.3  951 214  4.8 2  3.5  67    0    0 235 -319  2
 1  4 19   2.3  951 209  4.9 2  3.4  70    0    0 232 -317  2
 1  4 20   2.2  950 201  4.0 2  3.3  70    0    0 230 -316  2
 1  4 21   1.2  950 208  3.6 3  3.2  70    0    0 232 -315  2
 1  4 22   2.5  950 213  5.0 3  3.0  66    0    0 238 -315  2
 1  4 23   1.5  950 216  5.2 2  2.9  62    0    0 236 -314  2
 1  4 24   2.8  950 232  6.7 3  2.9  60    0    0 237 -315  2
 1  5  1   3.1  951 246  7.1 1  2.7  55    0    0 234 -315  2
 1  5  2   2.8  951 258  7.1 4  2.7  54    0    0 239 -317  2
 1  5  3   2.7  951 233  6.9 7  2.7  55    0    0 272 -319  2
 1  5  4   1.9  950 226  6.5 7  2.8  58    0    0 288 -322  2
 1  5  5   1.2  950 237  5.8 6  2.8  63    0    0 280 -323  2
 1  5  6  -0.1  950 232  5.0 3  2.9  68    0    0 252 -324  2
 1  5  7   0.5  950 207  4.3 3  2.8  69    0    0 230 -324  2
 1  5  8   0.9  950 232  5.0 3  2.9  67    0    0 231 -325  2
 1  5  9   0.0  951 223  5.1 3  3.0  73    4   13 232 -327  2
 1  5 10   1.7  951 254  5.5 4  3.4  78   20   63 240 -330  2
 1  5 11   2.5  951 257  5.4 3  3.6  77   54  114 245 -332  2
 1  5 12   3.5  952 246  6.2 3  3.8  76   96  147 243 -333  2
 1  5 13   4.5  951 211  6.0 4  3.9  73   70  158 255 -334  2
 1  5 14   5.0  950 221  5.1 5  3.9  70   37  128 271 -335  2
 1  5 15   3.9  950 226  6.4 6  4.0  72   30  106 283 -336  2
 1  5 16   4.0  949 225  6.1 7  4.2  78    9   52 297 -337  2
 1  5 17   3.8  949 223  6.4 7  4.3  81    0    9 305 -337  2
 1  5 18   3.8  949 220  6.0 7  4.6  86    0    0 305 -338  2
 1  5 19   3.8  948 213  5.4 8  4.9  92    0    0 312 -338  2
 1  5 20   3.8  948 212  5.5 8  5.0  94    0    0 317 -339  2
 1  5 21   3.9  948 209  5.1 7  5.1  96    0    0 311 -339  2
 1  5 22   4.3  948 220  6.0 7  5.2  95    0    0 305 -340  2
 1  5 23   4.5  947 222  6.2 8  5.3  95    0    0 313 -341  2
 1  5 24   5.1  948 231  6.7 8  5.4  95    0    0 320 -341  2
 1  6  1   5.3  947 230  7.2 7  5.4  93    0    0 314 -341  2
 1  6  2   5.6  947 234  7.8 7  5.5  91    0    0 308 -341  2
 1  6  3   6.2  946 234  8.3 8  5.5  89    0    0 320 -340  2
 1  6  4   5.8  946 241  8.3 8  5.6  90    0    0 330 -339  2
 1  6  5   5.1  947 244  8.4 8  5.6  93    0    0 328 -339  2
 1  6  6   5.0  947 246  6.9 8  5.5  94    0    0 327 -338  2
 1  6  7   4.9  948 261  7.1 8  5.4  93    0    0 325 -338  2
 1  6  8   4.6  949 257  7.3 8  5.3  92    0    0 324 -337  2
 1  6  9   4.5  950 257  7.2 7  5.2  93    0    2 317 -337  2
 1  6 10   4.5  951 243  6.8 7  5.2  93    0   26 309 -336  2
 1  6 11   4.7  952 251  5.2 7  5.1  91    0   62 307 -336  2
 1  6 12   4.8  953 262  5.6 6  5.1  89   73   71 300 -337  2
 1  6 13   5.1  953 259  6.0 6  5.0  87   19   94 292 -338  2
 1  6 14   4.8  954 252  4.9 7  4.9  85    0   63 296 -339  2
 1  6 15   4.8  954 257  4.6 8  4.8  85    0   46 305 -340  2
 1  6 16   4.5  954 248  4.8 8  4.8  86   49   18 309 -340  2
 1  6 17   4.1  955 239  4.4 8  4.8  87    8    4 309 -338  2
 1  6 18   3.9  955 224  4.4 8  4.8  90    0    0 307 -336  2
 1  6 19   3.9  956 216  4.0 5  4.9  92    0    0 292 -334  2
 1  6 20   3.8  957 230  3.7 5  4.9  92    0    0 278 -332  2
 1  6 21   3.4  956 223  3.9 6  4.9  94    0    0 283 -331  2
 1  6 22   3.8  956 231  3.6 6  5.0  95    0    0 289 -333  2
 1  6 23   3.8  957 235  4.4 6  5.0  95    0    0 290 -334  2
 1  6 24   3.6  956 236  5.2 5  4.9  93    0    0 284 -336  2
 1  7  1   3.6  956 222  4.6 3  4.7  90    0    0 266 -337  2
 1  7  2   3.2  955 225  4.1 3  4.6  90    0    0 255 -338  2
 1  7  3   3.9  956 236  5.1 3  4.6  89    0    0 256 -338  2
 1  7  4   3.7  955 241  4.3 5  4.7  88    0    0 266 -339  2
 1  7  5   3.4  955 235  3.7 5  4.7  90    0    0 278 -338  2
 1  7  6   3.6  955 214  4.5 4  4.7  90    0    0 272 -334  2
 1  7  7   3.6  955 220  5.3 7  4.8  92    0    0 281 -331  2
 1  7  8   3.3  955 227  5.1 6  4.8  93    0    0 291 -329  2
 1  7  9   3.4  955 222  4.3 7  4.8  94    0   10 290 -327  2
 1  7 10   3.8  955 223  4.6 7  4.9  94   24   58 296 -328  2
 1  7 11   4.3  955 201  5.4 4  5.1  94  140   77 281 -333  2
 1  7 12   5.0  955 192  5.2 4  5.1  90  212   84 268 -338  2
 1  7 13   5.5  954 192  6.2 3  4.9  84  218   93 264 -342  2
 1  7 14   7.4  954 217  5.6 3  5.1  80  115  120 263 -345  2
 1  7 15   6.2  954 214  4.9 7  5.1  79  104   87 282 -346  2
 1  7 16   7.0  953 226  4.3 6  5.0  78   68   48 296 -344  2
 1  7 17   5.0  953 210  3.8 5  5.0  81   13   13 284 -340  2
 1  7 18   4.3  952 222  3.6 5  4.9  87    0    0 275 -335  2
 1  7 19   4.7  952 224  4.0 3  4.8  86    0    0 265 -331  2
 1  7 20   4.8  952 224  4.4 2  4.8  84    0    0 251 -329  2
 1  7 21   3.9  952 217  4.0 1  4.6  84    0    0 240 -327  2
 1  7 22   4.9  951 215  4.5 1  4.4  79    0    0 233 -325  2
 1  7 23   4.5  951 206  4.8 1  4.2  74    0    0 232 -324  2
 1  7 24   4.8  950 213  4.6 0  4.0  70    0    0 224 -323  2
 1  8  1   5.3  949 218  4.3 0  3.8  66    0    0 217 -322  2
 1  8  2   5.9  950 220  4.9 0  3.6  60    0    0 216 -321  2
 1  8  3   5.5  949 235  5.0 0  3.5  57    0    0 214 -321  2
 1  8  4   5.4  948 227  5.3 0  3.5  58    0    0 212 -321  2
 1  8  5   6.1  948 228  5.8 0  3.3  55    0    0 212 -322  2
 1  8  6   6.6  947 197  5.4 0  3.1  49    0    0 214 -323  2
 1  8  7   5.2  946 208  5.6 0  3.0  49    0    0 213 -322  2
 1  8  8   6.7  946 234  6.1 1  2.9  47    0    0 220 -321  2
 1  8  9   6.6  946 229  5.8 1  2.9  45    7   11 228 -323  2
 1  8 10   8.2  946 217  6.3 2  2.9  43   83   38 236 -324  2
 1  8 11   9.4  946 230  6.4 1  3.0  39  174   51 240 -328  2
 1  8 12   9.8  946 218  5.1 1  3.1  39  249   50 235 -335  2
 1  8 13  10.0  945 250  6.1 1  3.2  40  271   55 236 -342  2
 1  8 14  10.5  945 260  6.7 1  3.3  39  250   51 237 -348  2
 1  8 15   9.3  944 256  8.7 3  3.3  41  182   46 249 -351  2
 1  8 16   8.7  944 267  9.5 5  3.4  44   37   48 271 -349  2
 1  8 17   8.9  945 257  9.9 7  3.5  46    3   10 293 -345  2
 1  8 18   8.0  945 257  8.4 6  3.7  51    0    0 298 -342  2
 1  8 19   7.5  946 259  8.8 6  4.3  62    0    0 293 -339  2
 1  8 20   7.2  946 261  8.9 7  4.7  69    0    0 298 -338  2
 1  8 21   7.1  946 255  8.1 7  4.9  72    0    0 302 -337  2
 1  8 22   6.5  947 228  7.5 8  5.1  78    0    0 303 -337  2
 1  8 23   6.2  947 243  7.2 8  5.3  83    0    0 307 -338  2
 1  8 24   5.8  948 232  6.4 8  5.6  90    0    0 307 -340  2
 1  9  1   5.6  948 243  6.0 8  5.8  96    0    0 304 -339  2
 1  9  2   6.0  948 236  5.6 8  5.9  96    0    0 305 -339  2
 1  9  3   5.8  948 238  5.0 7  5.8  94    0    0 300 -339  2
 1  9  4   6.0  948 242  5.8 6  5.8  94    0    0 290 -338  2
 1  9  5   6.0  948 242  6.2 7  5.8  93    0    0 292 -338  2
 1  9  6   6.0  948 237  5.8 7  5.8  94    0    0 301 -337  2
 1  9  7   5.8  948 237  5.2 6  5.8  94    0    0 298 -337  2
 1  9  8   6.0  949 230  5.4 7  5.8  93    0    0 299 -337  2
 1  9  9   6.0  949 224  6.0 7  5.8  93    0    8 306 -337  2
 1  9 10   6.0  950 231  5.7 7  5.7  92    2   52 306 -337  2
 1  9 11   6.0  950 235  5.1 8  5.8  93    0   41 312 -338  2
 1  9 12   5.7  951 233  5.4 7  5.7  93    0   70 309 -339  2
 1  9 13   5.8  951 239  4.0 8  5.6  92    0   79 308 -340  2
 1  9 14   5.5  951 232  4.2 7  5.5  90    1   88 306 -340  2
 1  9 15   5.6  950 236  4.0 6  5.4  90    2   79 293 -342  2
 1  9 16   6.0  950 234  2.8 8  5.4  89    3   49 300 -342  2
 1  9 17   5.7  951 249  3.3 7  5.4  88    0    5 306 -342  2
 1  9 18   5.1  951 242  3.4 7  5.3  89    0    0 299 -341  2
 1  9 19   5.7  951 198  3.9 5  5.3  89    0    0 288 -340  2
 1  9 20   5.4  951 209  3.7 5  5.4  89    0    0 279 -339  2
 1  9 21   4.9  950 215  4.0 6  5.3  91    0    0 285 -340  2
 1  9 22   4.9  950 198  3.4 5  5.2  90    0    0 285 -341  2
 1  9 23   4.8  950 216  3.5 5  5.2  91    0    0 281 -341  2
 1  9 24   5.0  950 216  3.3 4  5.2  91    0    0 277 -340  2
 1 10  1   3.3  950 214  3.6 1  5.2  95    0    0 253 -339  2
 1 10  2   3.4  950 222  3.4 0  5.0  96    0    0 228 -337  2
 1 10  3   4.6  949 214  4.3 3  5.0  92    0    0 240 -333  2
 1 10  4   4.4  949 213  4.7 1  5.0  89    0    0 245 -331  2
 1 10  5   3.2  949 214  3.8 1  4.8  91    0    0 234 -330  2
 1 10  6   3.0  949 202  3.4 3  4.7  94    0    0 239 -330  2
 1 10  7   3.3  949 216  4.0 3  4.7  92    0    0 246 -330  2
 1 10  8   2.7  949 218  3.9 3  4.6  91    0    0 244 -329  2
 1 10  9   2.3  949 228  3.9 4  4.5  93    5   12 246 -329  2
 1 10 10   3.8  949 205  2.9 6  4.8  95   64   50 260 -330  2
 1 10 11   5.7  949 215  2.8 5  5.1  89  150   72 268 -334  2
 1 10 12   7.1  949 220  3.9 4  5.2  81  245   69 264 -339  2
 1 10 13   9.4  949 214  3.6 1  5.3  74  271   72 251 -345  2
 1 10 14  10.1  949 187  3.6 1  5.5  68  252   70 244 -349  2
 1 10 15   9.9  948 192  3.4 1  5.3  65  186   62 245 -351  2
 1 10 16   8.7  947 239  3.4 1  5.0  64   83   45 243 -349  2
 1 10 17   6.3  946 223  2.9 1  4.7  68    8   14 238 -345  2
 1 10 18   6.5  947 229  4.4 1  4.4  68    0    0 235 -340  2
 1 10 19   5.1  947 203  4.4 1  4.2  68    0    0 234 -337  2
 1 10 20   4.0  947 231  5.1 1  4.2  74    0    0 233 -335  2
 1 10 21   3.1  947 212  4.9 0  4.2  80    0    0 227 -332  2
 1 10 22   4.0  948 218  5.2 1  4.1  78    0    0 228 -330  2
 1 10 23   3.4  948 237  5.7 1  4.0  76    0    0 233 -328  2
 1 10 24   3.7  949 226  5.3 3  3.9  75    0    0 243 -326  2
 1 11  1   2.9  949 211  4.7 2  3.8  74    0    0 247 -324  2
 1 11  2   1.9  949 210  4.6 0  3.7  76    0    0 231 -322  2
 1 11  3   2.8  949 218  4.9 1  3.7  77    0    0 227 -321  2
 1 11  4   2.1  950 215  4.8 2  3.8  79    0    0 237 -320  2
 1 11  5   3.0  950 221  5.1 4  3.8  78    0    0 252 -320  2
 1 11  6   3.4  950 230  5.3 8  3.9  77    0    0 282 -320  2
 1 11  7   2.8  950 213  5.0 6  4.0  80    0    0 293 -319  2
 1 11  8   2.9  950 211  4.2 6  4.1  82    0    0 283 -318  2
 1 11  9   3.4  950 204  3.6 6  4.1  82    0   11 283 -317  2
 1 11 10   3.6  951 210  3.3 6  4.2  81    2   55 282 -317  2
 1 11 11   4.3  951 199  3.1 8  4.4  82    0   68 291 -321  2
 1 11 12   5.0  951 224  3.3 7  4.6  81    9  129 297 -327  2
 1 11 13   6.5  951 220  3.3 3  4.6  76   99  201 274 -333  2
 1 11 14   7.6  951 227  3.1 3  4.7  70  115  193 258 -338  2
 1 11 15   7.1  950 226  3.3 6  4.6  68   32  132 273 -340  2
 1 11 16   6.6  949 208  2.8 4  4.5  69    4   55 275 -339  2
 1 11 17   5.7  949 205  2.3 4  4.6  73    1   13 264 -334  2
 1 11 18   4.3  949 208  2.3 2  4.5  78    0    0 253 -329  2
 1 11 19   3.8  948 207  2.7 3  4.5  82    0    0 246 -325  2
 1 11 20   3.1  948 217  3.4 3  4.3  83    0    0 248 -322  2
 1 11 21   3.4  949 206  3.6 2  4.2  83    0    0 244 -319  2
 1 11 22   1.8  949 215  3.4 3  4.1  85    0    0 242 -318  2
 1 11 23   1.6  949 208  3.6 3  4.0  88    0    0 244 -317  2
 1 11 24   2.8  948 216  4.6 2  3.9  83    0    0 240 -316  2
 1 12  1   3.4  948 203  4.7 2  3.9  78    0    0 238 -316  2
 1 12  2   2.9  948 220  4.9 3  4.0  78    0    0 243 -315  2
 1 12  3   2.6  948 216  4.1 5  3.9  79    0    0 253 -315  2
 1 12  4   3.8  948 204  4.1 5  3.9  77    0    0 264 -315  2
 1 12  5   3.7  948 209  4.4 5  3.9  74    0    0 265 -315  2
 1 12  6   3.3  947 217  3.8 7  3.9  76    0    0 272 -314  2
 1 12  7   4.6  947 210  4.6 8  4.2  77    0    0 288 -314  2
 1 12  8   3.8  947 203  4.4 8  4.4  80    0    0 297 -314  2
 1 12  9   3.8  947 213  4.3 7  4.5  85    0    6 292 -314  2
 1 12 10   4.1  947 222  4.1 6  4.8  89    0   41 283 -315  2
 1 12 11   4.9  948 216  4.5 8  5.0  89    0   64 290 -318  2
 1 12 12   5.8  948 219  5.0 8  5.1  86    0   57 302 -324  2
 1 12 13   6.4  947 226  4.5 7  5.1  82    8  116 297 -330  2
 1 12 14   7.0  946 198  3.8 7  5.2  79   24  111 293 -335  2
 1 12 15   6.6  946 236  3.7 7  5.3  81   18   93 294 -337  2
 1 12 16   6.6  945 239  3.6 8  5.4  83   11   51 301 -339  2
 1 12 17   6.2  946 228  4.2 8  5.5  86    0    7 308 -338  2
 1 12 18   5.3  946 233  4.1 8  5.6  92    0    0 309 -336  2
 1 12 19   5.0  946 252  2.8 8  5.6  96    0    0 309 -335  2
 1 12 20   5.1  947 242  3.9 8  5.7  98    0    0 310 -334  2
 1 12 21   5.0  947 236  4.0 8  5.7  98    0    0 310 -333  2
 1 12 22   4.4  947 247  4.2 8  5.6  99    0    0 310 -333  2
 1 12 23   4.3  947 263  4.2 8  5.4  98    0    0 310 -332  2
 1 12 24   3.5  946 268  4.4 8  5.1  96    0    0 308 -330  2
 1 13  1   3.5  947 262  4.4 8  5.0  95    0    0 306 -326  2
 1 13  2   3.0  947 269  4.4 8  4.8  94    0    0 306 -320  2
 1 13  3   2.8  947 258  4.5 8  4.7  94    0    0 304 -317  2
 1 13  4   2.8  947 260  4.2 7  4.7  94    0    0 298 -316  2
 1 13  5   2.3  948 261  4.8 7  4.6  94    0    0 291 -315  2
 1 13  6   1.8  948 266  4.1 8  4.5  95    0    0 294 -315  2
 1 13  7   1.5  948 279  4.0 5  4.3  93    0    0 282 -315  2
 1 13  8   1.2  948 270  4.5 5  4.1  91    0    0 265 -314  2
 1 13  9   1.1  948 272  3.8 6  4.0  91    4   12 269 -312  2
 1 13 10   1.7  949 263  4.5 5  4.0  89   89   42 269 -312  2
 1 13 11   2.2  950 263  4.8 2  4.0  86  156   67 251 -313  2
 1 13 12   3.1  950 264  4.8 4  3.9  79   93  128 246 -316  2
 1 13 13   3.6  950 275  6.2 3  3.7  72  181  106 252 -321  2
 1 13 14   3.6  950 259  5.5 3  3.5  66  199   82 247 -326  2
 1 13 15   3.8  950 259  5.6 3  3.3  62   91   91 246 -326  2
 1 13 16   3.3  950 260  4.9 5  3.3  62   19   54 253 -323  2
 1 13 17   2.2  950 268  4.6 5  3.4  69    2   11 260 -319  2
 1 13 18   1.6  949 266  4.2 4  3.4  74    0    0 252 -315  2
 1 13 19   1.5  950 264  4.2 6  3.4  75    0    0 254 -314  2
 1 13 20   1.2  950 238  3.9 6  3.4  77    0    0 260 -311  2
 1 13 21   0.9  951 242  3.9 5  3.5  81    0    0 255 -310  2
 1 13 22   1.0  951 225  3.8 6  3.5  82    0    0 254 -309  2
 1 13 23   0.4  951 221  4.0 6  3.5  83    0    0 256 -308  2
 1 13 24   0.2  951 216  3.9 7  3.6  86    0    0 259 -307  2
 1 14  1  -0.3  951 220  3.5 5  3.5  87    0    0 255 -306  2
 1 14  2  -0.3  951 207  3.2 3  3.4  87    0    0 237 -305  2
 1 14  3  -1.1  951 201  2.9 1  3.4  89    0    0 218 -303  2
 1 14  4  -0.6  951 204  3.4 1  3.4  89    0    0 209 -301  2
 1 14  5  -1.3  950 223  3.2 1  3.4  89    0    0 208 -300  2
 1 14  6  -1.3  950 204  2.8 4  3.4  91    0    0 221 -299  2
 1 14  7  -1.3  950 174  1.7 4  3.4  92    0    0 235 -298  2
 1 14  8  -1.3  950 190  1.7 4  3.4  93    0    0 236 -296  2
 1 14  9  -1.2  951 241  1.6 4  3.4  92    3   13 236 -295  2
 1 14 10  -0.8  951 260  1.7 1  3.3  88   79   48 221 -296  2
 1 14 11   0.3  952  46  1.2 2  3.3  82  168   67 213 -301  2
 1 14 12   1.3  952 293  1.8 1  3.2  75  245   70 215 -308  2
 1 14 13   1.8  952 317  2.1 1  3.1  68  271   71 211 -313  2
 1 14 14   2.3  951 332  1.7 1  3.0  64  250   68 211 -315  2
 1 14 15   2.1  951 336  1.9 1  3.0  64  194   59 212 -316  2
 1 14 16   1.6  950 337  2.2 1  2.9  64   94   44 211 -315  2
 1 14 17   0.5  950  15  2.0 0  3.0  68   14   16 204 -313  2
 1 14 18  -1.1  950  72  2.8 0  3.0  77    0    0 197 -308  2
 1 14 19  -1.2  950  72  1.9 1  3.1  82    0    0 200 -305  2
 1 14 20  -1.8  950  82  2.1 1  3.1  85    0    0 205 -302  2
 1 14 21  -2.5  950  94  2.2 0  3.1  88    0    0 199 -300  2
 1 14 22  -2.8  950  93  2.7 2  3.0  90    0    0 204 -299  2
 1 14 23  -3.1  950  90  2.6 2  2.9  89    0    0 213 -297  2
 1 14 24  -3.3  950  70  2.1 0  2.8  88    0    0 203 -296  2
 1 15  1  -3.5  950  58  2.5 1  2.9  91    0    0 198 -295  2
 1 15  2  -3.9  949  59  2.7 2  2.9  94    0    0 206 -294  2
 1 15  3  -4.1  949  52  3.1 3  2.9  95    0    0 213 -294  2
 1 15  4  -4.0  949  42  3.3 2  2.9  95    0    0 213 -292  2
 1 15  5  -4.8  949  62  2.2 3  2.9  98    0    0 213 -291  2
 1 15  6  -4.5  948  70  3.4 3  2.8  98    0    0 217 -290  2
 1 15  7  -4.6  948  52  2.5 1  2.8  97    0    0 211 -289  2
 1 15  8  -4.6  948  72  2.7 1  2.8  98    0    0 202 -288  2
 1 15  9  -4.9  948  77  2.7 1  2.8  99    6   13 201 -287  2
 1 15 10  -3.8  949  92  3.1 4  2.9  98   75   53 215 -289  2
 1 15 11  -2.4  949  66  2.3 3  2.9  91  136   86 225 -293  2
 1 15 12  -1.8  949  39  2.0 2  3.0  86  206   95 217 -300  2
 1 15 13  -1.2  948  39  2.1 0  3.0  84  259   89 205 -306  2
 1 15 14  -0.5  949  23  1.9 0  2.9  77  239   86 198 -310  2
 1 15 15   1.1  948  27  1.9 0  2.8  69  181   74 200 -312  2
 1 15 16  -0.2  948 350  1.9 2  2.8  67   90   51 207 -310  2
 1 15 17  -2.1  948  79  2.6 2  2.8  76   12   17 209 -306  2
 1 15 18  -2.6  947  80  2.7 3  2.9  86    0    0 209 -300  2
 1 15 19  -2.9  947 195  2.5 2  3.0  91    0    0 209 -294  2
 1 15 20  -3.6  947 216  2.9 2  3.0  94    0    0 205 -291  2
 1 15 21  -4.2  947 205  3.1 4  3.0  98    0    0 210 -290  2
 1 15 22  -4.6  947 204  3.4 0  2.9 100    0    0 203 -290  2
 1 15 23  -4.5  948 192  4.0 0  2.9  99    0    0 193 -290  2
 1 15 24  -4.3  948 164  3.9 0  2.8  96    0    0 193 -290  2
 1 16  1  -5.0  947 157  4.2 1  2.8  97    0    0 196 -291  2
 1 16  2  -5.7  946 142  3.8 1  2.7 100    0    0 197 -291  2
 1 16  3  -4.5  946 139  3.5 0  2.7  97    0    0 196 -290  2
 1 16  4  -4.1  947 140  3.2 0  2.6  90    0    0 195 -290  2
 1 16  5  -5.3  947 147  2.7 1  2.5  86    0    0 196 -290  2
